Name,Pronouns,UFL Email,Phone,Socials,Year,Major,Other Orgs,"Role (0=Big,1=Little)",Preferred Littles,Preferred Bigs,Pairing Requests (Optional),"On/Off Campus (0=On,1=Off)","Has Car (0=No,1=Yes)",Ideal Big/Little,Looking For ACE,Free Time,Hobbies,Favorite Artists/Songs,Icks,Talk for Hours About,Self Description,Best Joke,Favorite Food,"EarlyBird/NightOwl (0=Early,1=Night)",Extroversion (1-5),Good Advice (1-5),Plans Style (1-5),Study Frequency (1-5),Gym Frequency (1-5),Spending Habits (1-5),Friday Night,Additional Info (Optional)
Mathew Gardner,they/them,cindy131@ufl.edu,001-615-563-6185x3441,@christine57,0,Computer Science,HSA,1,,5.0,,0,0,Chill and introverted,Meet new people,painting,"gaming, cooking, traveling",Drake - Lo-fi,Overusing emojis,k-pop gossip,Site scene share open around present reduce reduce represent option back fear front tonight more care.,What do you call fake spaghetti? An impasta!,I would literally eat anything,0,4,4,2,5,5,4,studying at Marston,Looking for study buddies
Keith Johnson,he/him,nicholas683@ufl.edu,(688)683-0469,@jessica21,0,Data Science,AAA,1,,4.0,,0,0,Supportive and caring,Network and make friends,cooking,"gaming, cooking",Post Malone - K-pop,Talking over others,movies & TV shows,Well no itself imagine later guess concern give church society price time baby best country.,What do you call fake spaghetti? An impasta!,American,0,2,4,2,4,3,4,sleeping early,
Carla Johnson,they/them,jasmine329@ufl.edu,(242)289-9065,@carrie65,0,Computer Science,VSO,1,,3.0,Prefer someone same major,1,0,Chill and introverted,Find a mentor,painting,"reading, movies, traveling",The Weeknd - Lo-fi,Being late,fashion trends,They policy go out perhaps fire tough happy.,I only know 25 letters of the alphabet. I don’t know y.,American,0,2,3,1,2,3,3,movie night,
Kathy Phillips,they/them,kathryn135@ufl.edu,(479)747-7612,@jason33,0,Mechanical Engineering,HSA,1,,1.0,Prefer someone also into K-pop,1,0,Supportive and caring,Find a mentor,music,"gaming, traveling, cooking",NewJeans - R&B,Chewing loudly,k-pop gossip,Save television dream condition pattern event well system generation guess change take.,What do you call fake spaghetti? An impasta!,Mexican,1,4,2,3,3,3,3,studying at Marston,
David Jones,she/her,katie893@ufl.edu,001-567-377-0874,@john49,0,Computer Science,CSA,1,,5.0,Prefer someone also into K-pop,1,1,Chill and introverted,Meet new people,reading,reading,SZA - R&B,Being late,sports,Get realize serious law mother past result speech area personal put deal law front.,Why did the scarecrow get promoted? He was outstanding in his field.,Greek/Mediterranean,0,2,3,2,5,1,3,studying at Marston,
Jimmy Grant,they/them,stephen54@ufl.edu,(328)290-0681x16810,@alexis40,0,Data Science,None,1,,2.0,Prefer someone also into K-pop,0,1,Supportive and caring,Meet new people,reading,"reading, gaming",Drake - Lo-fi,Being late,sports,Tonight anything history feel all anyone western sing relate sure begin lay fund wrong.,Why did the scarecrow get promoted? He was outstanding in his field.,Italian,1,2,2,3,4,4,1,gaming all night,I love hanging out at Plaza of Americas
Carly Gregory,they/them,james969@ufl.edu,(518)444-7630x65929,@sabrina98,0,Mechanical Engineering,FSA,1,,1.0,,1,1,Supportive and caring,Network and make friends,traveling,photography,Joji - Rock,Chewing loudly,movies & TV shows,Officer security car cell others brother affect cell hair mean food wait ball list.,Why did the scarecrow get promoted? He was outstanding in his field.,Greek/Mediterranean,1,2,3,3,3,4,2,gaming all night,I love hanging out at Plaza of Americas
Janet Silva,they/them,cheryl557@ufl.edu,+1-336-173-9192x9663,@sandra92,0,Finance,HSA,1,,5.0,Prefer someone same major,1,1,Supportive and caring,Guide underclassmen,movies,"cooking, gym, movies",Joji - K-pop,Bad hygiene,AI & tech,Mother then stop none whether church number possible describe small cost audience like risk and usually.,Why did the scarecrow get promoted? He was outstanding in his field.,Italian,1,3,3,3,3,5,2,dinner with friends,
Shannon Oliver,she/her,cynthia221@ufl.edu,734-088-1948,@daniel23,0,Mechanical Engineering,CSA,1,,2.0,Prefer someone also into K-pop,0,0,Supportive and caring,Network and make friends,painting,"movies, painting",SZA - Indie,Being late,fashion trends,Spend suffer grow offer language test land mind.,Why don’t skeletons fight each other? They don’t have the guts.,Greek/Mediterranean,1,2,2,1,2,5,5,movie night,
Karen Avila,he/him,noah761@ufl.edu,001-106-167-3765x1195,@timothy61,0,Marketing,AAA,1,,5.0,Prefer someone from AAA,0,0,Chill and introverted,Meet new people,gaming,photography,Joji - K-pop,Bad hygiene,sports,Media who else low administration sport space prove pretty sit air thus usually.,Why did the scarecrow get promoted? He was outstanding in his field.,Mexican,0,2,2,3,5,4,2,studying at Marston,I love hanging out at Plaza of Americas
Kayla Mccormick,she/her,stephanie366@ufl.edu,(662)990-1951x6642,@joanne17,0,Biology,CSA,1,,3.0,Prefer someone also into K-pop,1,0,Shares similar hobbies,Guide underclassmen,reading,traveling,Taylor Swift - Hip-hop,Bad hygiene,fashion trends,Significant region ten air relate turn cover tree almost song south wife hundred speak each.,Why did the scarecrow get promoted? He was outstanding in his field.,Asian,1,3,2,2,2,3,2,dinner with friends,
Rebecca Mclaughlin,he/him,steven984@ufl.edu,001-057-011-8193x4268,@karen70,0,Data Science,AAA,1,,3.0,Prefer someone from AAA,1,0,Chill and introverted,Find a mentor,gym,"painting, photography, music",The Weeknd - EDM,Overusing emojis,gaming strategies,Model maybe once another now either carry wonder watch wish kid interesting inside direction race executive.,I only know 25 letters of the alphabet. I don’t know y.,I would literally eat anything,0,3,3,3,3,2,2,dinner with friends,
Mr. Patrick Liu,he/him,james736@ufl.edu,001-564-825-1416x53089,@lisa98,0,Marketing,CSA,1,,3.0,,1,0,Fun and outgoing,Find a mentor,painting,"reading, gym, photography",Joji - Lo-fi,Chewing loudly,k-pop gossip,Effect exactly cost positive challenge most agreement plan factor.,Why don’t skeletons fight each other? They don’t have the guts.,Italian,0,2,2,3,2,4,3,dinner with friends,
Billy Chapman,she/her,reginald387@ufl.edu,(888)809-5898,@bobby84,0,Data Science,HSA,1,,1.0,Prefer someone also into K-pop,0,1,Supportive and caring,Network and make friends,reading,gaming,Taylor Swift - Indie,Bad hygiene,sports,With place start yet two else executive seek magazine produce information future yard paper ability yourself.,Why did the scarecrow get promoted? He was outstanding in his field.,American,1,4,2,2,3,4,2,studying at Marston,
Troy Lynch,he/him,cheryl390@ufl.edu,001-306-292-2604x8070,@victoria22,0,Mechanical Engineering,HSA,1,,4.0,Prefer someone same major,1,1,Supportive and caring,Network and make friends,music,music,NewJeans - R&B,Bad hygiene,movies & TV shows,Respond not near have course ever huge travel full plan certain ahead that purpose happen.,What do you call fake spaghetti? An impasta!,Italian,1,3,3,1,4,3,3,going out,I love hanging out at Plaza of Americas
Connor Garcia,she/her,john974@ufl.edu,264-332-5174x413,@kelly38,0,Biology,AAA,1,,4.0,Prefer someone same major,1,1,Fun and outgoing,Guide underclassmen,reading,music,Joji - EDM,Overusing emojis,fashion trends,Possible fight letter boy investment poor member any guess character.,Why did the scarecrow get promoted? He was outstanding in his field.,American,0,2,3,3,5,2,2,gaming all night,
Kelly Brewer,she/her,gina527@ufl.edu,901-409-7108x868,@rebekah6,0,Finance,AAA,1,,3.0,Prefer someone also into K-pop,1,1,Supportive and caring,Network and make friends,painting,"reading, cooking, gaming",Post Malone - R&B,Talking over others,AI & tech,Song world themselves camera reach though those school degree.,I only know 25 letters of the alphabet. I don’t know y.,American,0,4,2,2,5,2,4,studying at Marston,
Dana Perez,he/him,zachary20@ufl.edu,784.690.5895x99141,@laura73,0,Biology,VSO,1,,4.0,Prefer someone from AAA,0,0,Chill and introverted,Network and make friends,reading,"reading, traveling, movies",Joji - Indie,Talking over others,fashion trends,Long every spend land next before then.,Why did the scarecrow get promoted? He was outstanding in his field.,Italian,1,2,3,1,4,1,3,dinner with friends,
James Cannon,he/him,elizabeth494@ufl.edu,103.569.8563,@anne36,0,Data Science,None,1,,3.0,Prefer someone from AAA,0,1,Shares similar hobbies,Network and make friends,movies,"painting, gaming, gym",Post Malone - R&B,Being late,sports,Treat soldier partner state these glass condition effect sell make rest.,What do you call fake spaghetti? An impasta!,Italian,0,4,2,3,2,2,1,gaming all night,I love hanging out at Plaza of Americas
Charles Tran,they/them,norma961@ufl.edu,370-236-8823x92116,@matthew11,0,Marketing,CSA,1,,4.0,,1,0,Fun and outgoing,Find a mentor,painting,"gym, reading, gaming",SZA - Indie,Bad hygiene,AI & tech,Effort believe study outside computer learn step national military door occur poor would leave order.,I only know 25 letters of the alphabet. I don’t know y.,Mexican,1,3,4,1,4,3,2,going out,
Christian Rivas,she/her,sheri865@ufl.edu,+1-135-714-5111x5435,@renee68,0,Biology,FSA,1,,1.0,Prefer someone same major,1,1,Supportive and caring,Network and make friends,photography,reading,NewJeans - Rock,Chewing loudly,gaming strategies,Simply space conference affect leg you news always not indeed.,I only know 25 letters of the alphabet. I don’t know y.,I would literally eat anything,1,4,4,3,3,1,4,dinner with friends,
Robert Campbell,he/him,emily597@ufl.edu,+1-585-467-9546,@megan39,0,Data Science,HSA,1,,4.0,,1,1,Supportive and caring,Guide underclassmen,traveling,"photography, gym, cooking",Drake - Indie,Talking over others,sports,Send second man value along deal discuss card economic return upon model.,I only know 25 letters of the alphabet. I don’t know y.,Asian,1,4,4,1,2,1,4,dinner with friends,I love hanging out at Plaza of Americas
Linda Lopez,he/him,lucas758@ufl.edu,001-848-985-7911,@seth24,0,Data Science,None,1,,1.0,Prefer someone from AAA,1,0,Fun and outgoing,Find a mentor,gym,"reading, gaming",Joji - Indie,Chewing loudly,AI & tech,Meet theory me member long nice shake successful attack miss executive draw politics.,Why don’t skeletons fight each other? They don’t have the guts.,I would literally eat anything,1,3,3,3,5,3,2,movie night,Looking for study buddies
Jessica Howard,they/them,julie319@ufl.edu,(084)727-5463,@jessica25,0,Marketing,None,1,,3.0,Prefer someone same major,0,1,Shares similar hobbies,Guide underclassmen,photography,reading,SZA - Rock,Overusing emojis,fashion trends,Take yeah clear them it song poor forward prove through.,Why don’t skeletons fight each other? They don’t have the guts.,Asian,0,4,3,1,3,3,4,gaming all night,
Mary Castro,she/her,denise587@ufl.edu,001-992-409-0923,@kimberly41,0,Mechanical Engineering,CSA,1,,3.0,Prefer someone also into K-pop,0,1,Chill and introverted,Find a mentor,music,"gym, painting",NewJeans - Indie,Chewing loudly,movies & TV shows,Enjoy management through difference concern design style yeah beyond person make happy follow relate.,I only know 25 letters of the alphabet. I don’t know y.,Italian,0,4,4,2,3,4,2,gaming all night,
Craig Grimes,they/them,kelly286@ufl.edu,124-550-5497x731,@madison88,0,Data Science,CSA,1,,3.0,,0,0,Fun and outgoing,Find a mentor,painting,gaming,SZA - Indie,Overusing emojis,movies & TV shows,Because read hear social card study blue around wrong would strategy none child character position.,What do you call fake spaghetti? An impasta!,Italian,0,4,4,2,4,5,3,gaming all night,Looking for study buddies
Paul Patterson,they/them,martin996@ufl.edu,+1-621-127-2980x5038,@sean8,0,Mechanical Engineering,CSA,1,,1.0,Prefer someone from AAA,0,0,Shares similar hobbies,Meet new people,photography,reading,Drake - Pop,Chewing loudly,k-pop gossip,Now federal bank real west take center require it.,What do you call fake spaghetti? An impasta!,Italian,1,3,2,1,4,1,1,gaming all night,
Kristen Morris,she/her,anthony785@ufl.edu,649-259-4942x58812,@matthew56,0,Mechanical Engineering,FSA,1,,2.0,,1,0,Fun and outgoing,Guide underclassmen,cooking,"cooking, gym",Post Malone - EDM,Chewing loudly,AI & tech,Note car assume interesting take only modern property action star they.,Why don’t skeletons fight each other? They don’t have the guts.,I would literally eat anything,1,2,4,2,3,3,4,gaming all night,
Bobby Dunlap,he/him,derek224@ufl.edu,+1-635-137-3318x13832,@james16,0,Data Science,AAA,1,,3.0,Prefer someone from AAA,0,1,Chill and introverted,Find a mentor,painting,"traveling, reading, movies",The Weeknd - R&B,Overusing emojis,k-pop gossip,Easy wait believe season method lead science red also around popular space themselves executive wish statement.,Why don’t skeletons fight each other? They don’t have the guts.,I would literally eat anything,0,2,3,3,3,2,4,gaming all night,Looking for study buddies
Melissa Russell,he/him,jordan182@ufl.edu,+1-167-322-2584,@kenneth65,0,Biology,FSA,1,,3.0,Prefer someone same major,0,1,Chill and introverted,Guide underclassmen,movies,painting,The Weeknd - Lo-fi,Talking over others,sports,Police both often analysis free debate special image probably election yet claim produce agree gun now.,What do you call fake spaghetti? An impasta!,American,0,2,4,1,4,2,1,going out,
Emily Sanders,he/him,elizabeth579@ufl.edu,663.916.7517x602,@sarah46,0,Mechanical Engineering,HSA,1,,3.0,Prefer someone also into K-pop,1,0,Supportive and caring,Network and make friends,gym,"traveling, movies, music",Post Malone - Lo-fi,Talking over others,fashion trends,Pressure us hot nice chair question career we capital factor occur difficult skin.,I only know 25 letters of the alphabet. I don’t know y.,Italian,0,2,3,1,2,2,2,movie night,Looking for study buddies
Christian Robbins,they/them,caroline394@ufl.edu,+1-691-851-2195x281,@eileen62,0,Data Science,HSA,1,,1.0,,1,0,Shares similar hobbies,Guide underclassmen,gym,"music, painting",Drake - Pop,Being late,fashion trends,View money owner among trial raise east provide back drop.,I only know 25 letters of the alphabet. I don’t know y.,Italian,1,4,2,2,4,2,1,movie night,
Michelle Pacheco,they/them,denise663@ufl.edu,+1-956-482-0246,@cheryl21,0,Data Science,VSO,1,,4.0,Prefer someone same major,0,1,Fun and outgoing,Find a mentor,music,"reading, traveling",Joji - Lo-fi,Overusing emojis,fashion trends,Customer side else degree lay people often line old.,I only know 25 letters of the alphabet. I don’t know y.,Greek/Mediterranean,0,2,4,2,2,4,5,gaming all night,Looking for study buddies
Megan Khan,he/him,mark258@ufl.edu,001-808-797-2154,@valerie62,0,Mechanical Engineering,AAA,1,,5.0,,1,1,Fun and outgoing,Meet new people,movies,reading,The Weeknd - K-pop,Bad hygiene,fashion trends,Myself street next west board begin note none box.,What do you call fake spaghetti? An impasta!,Mexican,1,2,2,2,5,5,1,studying at Marston,
Sharon Martinez,he/him,elizabeth157@ufl.edu,054.242.2466,@brandy34,0,Computer Science,None,1,,1.0,,0,1,Shares similar hobbies,Network and make friends,photography,traveling,Joji - Indie,Bad hygiene,AI & tech,Evidence yet past whole black amount head explain herself run level describe foot read amount control.,What do you call fake spaghetti? An impasta!,I would literally eat anything,0,3,3,2,3,2,3,sleeping early,
Brianna Gardner,she/her,michael599@ufl.edu,338.417.2904,@john67,0,Marketing,AAA,1,,5.0,,1,1,Chill and introverted,Network and make friends,photography,"photography, traveling, gaming",The Weeknd - Rock,Being late,sports,Despite second indicate quality expert gun every mouth quite size west.,Why don’t skeletons fight each other? They don’t have the guts.,American,0,3,4,1,4,1,3,studying at Marston,Looking for study buddies
Leslie Burch,they/them,dustin861@ufl.edu,112-162-7030x88290,@sonya39,0,Mechanical Engineering,FSA,1,,2.0,Prefer someone from AAA,1,1,Chill and introverted,Find a mentor,reading,"music, gym",Drake - K-pop,Talking over others,sports,Strategy indicate concern method attorney standard yes more two situation common purpose.,Why did the scarecrow get promoted? He was outstanding in his field.,Italian,1,4,3,1,4,1,4,dinner with friends,
Darlene Daniels,they/them,tina14@ufl.edu,001-477-726-5093x572,@jason86,0,Finance,CSA,1,,4.0,Prefer someone from AAA,1,0,Shares similar hobbies,Meet new people,movies,"cooking, gaming",SZA - Hip-hop,Overusing emojis,movies & TV shows,Such discover party field suggest TV country receive glass range analysis member thus key.,Why did the scarecrow get promoted? He was outstanding in his field.,Mexican,0,3,3,2,5,2,2,going out,
Jessica Landry,they/them,rebekah491@ufl.edu,9317290740,@tiffany54,0,Finance,VSO,1,,2.0,,1,0,Fun and outgoing,Meet new people,music,"traveling, cooking",SZA - Pop,Talking over others,gaming strategies,Work event today animal score war share arm trouble explain total reduce prepare ever.,What do you call fake spaghetti? An impasta!,Greek/Mediterranean,0,4,3,2,2,2,4,gaming all night,
